90,а,а,PART,_,_,_,_,_,@rpt1990f-words#@rpt1990f#89.848#90.04
91,кем,кто,PRON,_,Case=Ins,_,_,_,@rpt1990f-words#@rpt1990f#90.04#90.232
92,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@rpt1990f-words#@rpt1990f#90.232#90.424
93,вдохновлялся,вдохновляться,VERB,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,@rpt1990f-words#@rpt1990f#90.424#90.616
94,?,?,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#90.616#90.808
95,когда,когда,SCONJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#91.088#91.299
96,вы,вы,PRON,_,Case=Nom|Number=Plur|Person=2,_,_,_,@rpt1990f-words#@rpt1990f#91.299#91.51
97,писали,писать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#91.51#91.721
98,эту,этот,DET,_,Case=Acc|Gender=Fem|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#91.721#91.932
99,песню,песня,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#91.932#92.144
100,уже,уже,ADV,_,Degree=Pos,_,_,_,@rpt1990f-words#@rpt1990f#112.0#112.213
101,огромное,огромный,ADJ,_,Case=Acc|Degree=Pos|Gender=Neut|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#112.213#112.426
102,количество,количество,NOUN,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#112.426#112.639
103,и,и,CCONJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#112.639#112.852
104,комментариев,комментарий,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur,_,_,_,@rpt1990f-words#@rpt1990f#112.852#113.065
105,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#113.065#113.278
106,и,и,CCONJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#113.278#113.491
107,просмотров,просмотр,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur,_,_,_,@rpt1990f-words#@rpt1990f#113.491#113.704
108,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#113.704#113.917
109,и,и,CCONJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#113.917#114.13
110,лайков,лайк,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur,_,_,_,@rpt1990f-words#@rpt1990f#114.13#114.344
111,что,что,SCONJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#115.328#115.584
112,важно,важный,ADJ,_,Degree=Pos|Gender=Neut|Number=Sing|Variant=Short,_,_,_,@rpt1990f-words#@rpt1990f#115.584#115.84
113,да,да,PART,_,_,_,_,_,@rpt1990f-words#@rpt1990f#120.312#120.508
114,?,?,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#120.508#120.704
115,в,в,ADP,_,_,_,_,_,@rpt1990f-words#@rpt1990f#133.648#133.923
116,смы...,смысл,NOUN,_,Animacy=Anim|Case=Loc|Gender=Masc|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#133.923#134.198
117,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#134.198#134.473
118,Серё...,Серёжа,PROPN,_,Animacy=Anim|Case=Voc|Gender=Masc|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#134.473#134.748
119,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#134.748#135.023
120,такой,такой,DET,_,Case=Dat|Gender=Fem|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#135.023#135.298
121,ладно,ладно,PART,_,_,_,_,_,@rpt1990f-words#@rpt1990f#135.298#135.573
122,поеду,поехать,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#135.573#135.848
123,в,в,ADP,_,_,_,_,_,@rpt1990f-words#@rpt1990f#135.848#136.123
124,следующем,следующий,ADJ,_,Case=Loc|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#136.123#136.398
125,году,год,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#136.398#136.673
126,ещё,еще,ADV,_,Degree=Pos,_,_,_,@rpt1990f-words#@rpt1990f#136.673#136.948
127,раз,раз,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#136.948#137.224
128,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@rpt1990f-words#@rpt1990f#138.192#138.484
129,как,как,SCONJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#138.484#138.776
130,амбициозный,амбициозный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#138.776#139.068
131,чело...,чело...,PROPN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#139.068#139.36
132,целеустремлённый,целеустремлённый,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#139.36#139.652
133,человек,человек,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#139.652#139.944
134,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#139.944#140.236
135,наверняка,наверняка,ADV,_,Degree=Pos,_,_,_,@rpt1990f-words#@rpt1990f#140.236#140.528
136,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#140.528#140.82
137,знаешь,знать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#140.82#141.112
138,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#141.112#141.404
139,и,и,CCONJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#141.404#141.696
140,планируешь,планировать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#141.696#141.988
141,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#141.988#142.28
142,да,да,PART,_,_,_,_,_,@rpt1990f-words#@rpt1990f#142.28#142.572
143,?,?,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#142.572#142.864
144,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#142.864#143.156
145,какие-то,какой-то,DET,_,Case=Nom|Number=Plur,_,_,_,@rpt1990f-words#@rpt1990f#143.156#143.448
146,исходы,исход,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur,_,_,_,@rpt1990f-words#@rpt1990f#143.448#143.74
147,э,э,INTJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#143.74#144.032
148,евровидения,евровидение,NOUN,_,Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#144.032#144.344
149,если,если,SCONJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#145.0#145.241
150,выиграю,выиграть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#145.241#145.482
151,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#145.482#145.723
152,буду,быть,AUX,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#145.723#145.964
153,делать,делать,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#145.964#146.205
154,то-то,то-то,PRON,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#146.205#146.448
155,если,если,SCONJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#146.672#146.923
156,ээ,ээ,INTJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#146.923#147.174
157,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#147.174#147.425
158,не,не,PART,_,_,_,_,_,@rpt1990f-words#@rpt1990f#147.425#147.676
159,выиграю,выиграть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#147.676#147.927
160,буду,быть,AUX,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#147.927#148.178
161,делать,делать,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#148.178#148.429
162,вот,вот,PART,_,_,_,_,_,@rpt1990f-words#@rpt1990f#148.429#148.68
163,это,это,PRON,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#148.68#148.931
164,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#148.931#149.182
165,в,в,ADP,_,_,_,_,_,@rpt1990f-words#@rpt1990f#149.182#149.433
166,каком,какой,DET,_,Case=Loc|Gender=Neut|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#149.433#149.684
167,направлении,направление,NOUN,_,Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#149.684#149.935
168,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@rpt1990f-words#@rpt1990f#149.935#150.186
169,пойдешь,пойти,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#150.186#150.437
170,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#150.437#150.688
171,если,если,SCONJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#150.688#150.939
172,э,эра,INTJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#150.939#151.19
173,победишь,победить,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#151.19#151.441
174,?,?,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#151.441#151.704
175,да,да,PART,_,_,_,_,_,@rpt1990f-words#@rpt1990f#154.64#154.976
176,ага,ага,INTJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#178.256#178.824
177,русскоязычные,русскоязычный,ADJ,_,Case=Nom|Degree=Pos|Number=Plur,_,_,_,@rpt1990f-words#@rpt1990f#188.048#188.848
178,то,то,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#197.784#198.066
179,есть,быть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#198.066#198.348
180,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#198.348#198.63
181,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@rpt1990f-words#@rpt1990f#198.63#198.912
182,/,/,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#198.912#199.194
183,отказался,отказаться,VERB,_,Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,_,_,_,@rpt1990f-words#@rpt1990f#199.194#199.476
184,всё-таки,все-таки,PART,_,_,_,_,_,@rpt1990f-words#@rpt1990f#199.476#199.758
185,от,от,ADP,_,_,_,_,_,@rpt1990f-words#@rpt1990f#199.758#200.04
186,идеи,идея,NOUN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#200.04#200.322
187,стать,стать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Mid,_,_,_,@rpt1990f-words#@rpt1990f#200.322#200.604
188,мировой,мировой,ADJ,_,Case=Ins|Degree=Pos|Gender=Fem|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#200.604#200.886
189,звездой,звезда,NOUN,_,Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#200.886#201.168
190,?,?,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#201.168#201.456
191,да,да,CCONJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#210.144#210.544
192,ага,ага,INTJ,_,_,_,_,_,@rpt1990f-words#@rpt1990f#238.656#238.872
193,ещё,еще,ADV,_,Degree=Pos,_,_,_,@rpt1990f-words#@rpt1990f#250.896#251.24
194,больше,много,NUM,_,_,_,_,_,@rpt1990f-words#@rpt1990f#251.24#251.584
195,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@rpt1990f-words#@rpt1990f#252.192#252.448
196,просто,просто,PART,_,_,_,_,_,@rpt1990f-words#@rpt1990f#252.448#252.704
197,хочешь,хотеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#252.704#252.96
198,больше,много,NUM,_,_,_,_,_,@rpt1990f-words#@rpt1990f#252.96#253.216
199,лайков,лайк,NOUN,_,Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur,_,_,_,@rpt1990f-words#@rpt1990f#253.216#253.472
200,в,в,ADP,_,_,_,_,_,@rpt1990f-words#@rpt1990f#253.472#253.728
201,инстаграм,инстаграм,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur,_,_,_,@rpt1990f-words#@rpt1990f#253.728#253.984
202,согласись,согласиться,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Mid,_,_,_,@rpt1990f-words#@rpt1990f#253.984#254.24
203,?,?,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#254.24#254.496
204,твоя,твой,DET,_,Case=Nom|Gender=Fem|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#259.16#259.378
205,пиарщица,пиарщица,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#259.378#259.596
206,ведёт,вести,VERB,_,Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#259.596#259.814
207,твою,твой,DET,_,Case=Acc|Gender=Fem|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#259.814#260.032
208,страницу,страница,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,_,_,_,@rpt1990f-words#@rpt1990f#260.032#260.25
209,это,это,PRED,_,_,_,_,_,@rpt1990f-words#@rpt1990f#260.25#260.468
210,не,не,PART,_,_,_,_,_,@rpt1990f-words#@rpt1990f#260.468#260.686
211,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@rpt1990f-words#@rpt1990f#260.686#260.904
212,?,?,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#260.904#261.128
213,ты,ты,PRON,_,Case=Nom|Number=Sing|Person=2,_,_,_,@rpt1990f-words#@rpt1990f#269.581#269.852
214,шутишь,шутить,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,_,_,_,@rpt1990f-words#@rpt1990f#269.852#270.123
215,?,?,PUNCT,_,_,_,_,_,@rpt1990f-words#@rpt1990f#270.123#270.394
